"title","tomatometer","audience_score","sentiment","num_reviews","url"
"Asian School Girls | Rotten Tomatoes","N/A","8%","N/A","0","https://www.rottentomatoes.com/m/asian_school_girls"
"Heaven Is for Real | Rotten Tomatoes","52%","66%","0.2992139756679535","20","https://www.rottentomatoes.com/m/heaven_is_for_real"
"Bad Boys | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/bad_boys"
"Iceman | Rotten Tomatoes","N/A","49%","N/A","0","https://www.rottentomatoes.com/m/iceman"
"A Haunted House 2 | Rotten Tomatoes","8%","43%","-0.9115844443440437","17","https://www.rottentomatoes.com/m/a_haunted_house_2"
"The Owners (2020) | Rotten Tomatoes","60%","31%","0.1646962265173594","20","https://www.rottentomatoes.com/m/the_owners"
"Kid Cannabis | Rotten Tomatoes","71%","64%","0.1991355299949646","5","https://www.rottentomatoes.com/m/kid_cannabis"
"Authors Anonymous | Rotten Tomatoes","8%","16%","-0.7611288353800774","8","https://www.rottentomatoes.com/m/authors_anonymous"
"Grace | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/grace"
"Boulevard | Rotten Tomatoes","N/A","20%","N/A","0","https://www.rottentomatoes.com/m/boulevard"
"Brick Mansions | Rotten Tomatoes","25%","47%","-0.22769871105750403","20","https://www.rottentomatoes.com/m/brick_mansions"
"Night Moves | Rotten Tomatoes","78%","72%","0.43113184720277786","20","https://www.rottentomatoes.com/m/night_moves"
"Mirrors | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/mirrors"
"Next Goal Wins | Rotten Tomatoes","100%","89%","0.5054392583668232","13","https://www.rottentomatoes.com/m/next_goal_wins"
"Walking With the Enemy | Rotten Tomatoes","46%","59%","-0.2674252953794267","19","https://www.rottentomatoes.com/m/walking_with_the_enemy"
"Back to School | Rotten Tomatoes","81%","68%","0.39601169774929684","20","https://www.rottentomatoes.com/m/back_to_school"
"Public Enemies | Rotten Tomatoes","N/A","44%","N/A","0","https://www.rottentomatoes.com/m/public_enemies"
"Bad Johnson | Rotten Tomatoes","28%","22%","0.3770477771759033","10","https://www.rottentomatoes.com/m/bad_johnson"
"Walk of Shame | Rotten Tomatoes","15%","38%","-0.4783042222261429","20","https://www.rottentomatoes.com/m/walk_of_shame"
"Decoding Annie Parker | Rotten Tomatoes","54%","42%","0.4306350579219205","15","https://www.rottentomatoes.com/m/decoding_annie_parker"
"Clear History | Rotten Tomatoes","59%","54%","-0.03633731355269751","14","https://www.rottentomatoes.com/m/clear_history"
"Listen Up Philip | Rotten Tomatoes","82%","54%","0.3360836108525594","20","https://www.rottentomatoes.com/m/listen_up_philip"
"Neighbors | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/neighbors"
"Persecuted | Rotten Tomatoes","0%","58%","-0.9973249861172268","7","https://www.rottentomatoes.com/m/persecuted"
"God's Pocket | Rotten Tomatoes","36%","34%","0.16373629122972488","20","https://www.rottentomatoes.com/m/gods_pocket"
"Million Dollar Arm | Rotten Tomatoes","65%","68%","-0.03414387752612432","20","https://www.rottentomatoes.com/m/million_dollar_arm"
"Godzilla | Rotten Tomatoes","20%","28%","-0.672104649245739","20","https://www.rottentomatoes.com/m/godzilla"
"Obsessed | Rotten Tomatoes","N/A","38%","-0.9981512427330017","1","https://www.rottentomatoes.com/m/obsessed"
"The Two Faces of January | Rotten Tomatoes","80%","48%","0.12914899488290152","20","https://www.rottentomatoes.com/m/the_two_faces_of_january"
"The Two Faces of January | Rotten Tomatoes","80%","48%","0.499160960316658","20","https://www.rottentomatoes.com/m/two_faces_of_january"
"The Homesman | Rotten Tomatoes","81%","53%","0.16356847186883292","20","https://www.rottentomatoes.com/m/the_homesman"
"Blended | Rotten Tomatoes","16%","64%","-0.22119366625944772","20","https://www.rottentomatoes.com/m/blended"
"Maps to the Stars | Rotten Tomatoes","63%","44%","0.26098206142584485","20","https://www.rottentomatoes.com/m/maps_to_the_stars"
"A Million Ways to Die in the West | Rotten Tomatoes","33%","41%","-0.40359268089135486","20","https://www.rottentomatoes.com/m/a_million_ways_to_die_in_the_west"
"One on One | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/one_on_one"
"The Angriest Man in Brooklyn | Rotten Tomatoes","9%","31%","-0.8103607880572479","14","https://www.rottentomatoes.com/m/the_angriest_man_in_brooklyn"
"The Normal Heart | Rotten Tomatoes","94%","88%","0.5038033723831177","20","https://www.rottentomatoes.com/m/the_normal_heart"
"Top Dog | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/top_dog"
"Edge of Tomorrow | Rotten Tomatoes","91%","90%","0.8515511229634285","20","https://www.rottentomatoes.com/m/edge_of_tomorrow"
"The Promotion | Rotten Tomatoes","54%","28%","0.37567315995693207","16","https://www.rottentomatoes.com/m/promotion"
"Maleficent (2014) | Rotten Tomatoes","54%","70%","0.416544072329998","20","https://www.rottentomatoes.com/m/maleficent"
"Good Luck | Rotten Tomatoes","N/A","63%","N/A","0","https://www.rottentomatoes.com/m/good_luck"
"Greenland | Rotten Tomatoes","77%","63%","0.12771479288736978","20","https://www.rottentomatoes.com/m/greenland"
"The Fault in Our Stars | Rotten Tomatoes","81%","85%","0.24046047031879425","20","https://www.rottentomatoes.com/m/the_fault_in_our_stars"
"The Skeleton Twins | Rotten Tomatoes","86%","69%","0.422076091170311","20","https://www.rottentomatoes.com/m/the_skeleton_twins"
"The Skeleton Twins | Rotten Tomatoes","86%","69%","0.42136654257774353","20","https://www.rottentomatoes.com/m/skeleton_twins"
"Boyhood | Rotten Tomatoes","97%","80%","0.5775964905818304","20","https://www.rottentomatoes.com/m/boyhood"
"How to Train Your Dragon 2 | Rotten Tomatoes","92%","90%","0.8095628370841345","20","https://www.rottentomatoes.com/m/how_to_train_your_dragon_2"
"22 Jump Street | Rotten Tomatoes","84%","77%","0.23545830945173898","20","https://www.rottentomatoes.com/m/22_jump_street"
"Misunderstood | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/misunderstood"
"4 Minute Mile | Rotten Tomatoes","23%","44%","0.5182878598570824","8","https://www.rottentomatoes.com/m/4_minute_mile"
"Ping Pong Summer | Rotten Tomatoes","59%","32%","0.18354280789693198","20","https://www.rottentomatoes.com/m/ping_pong_summer"
"Obvious Child | Rotten Tomatoes","90%","72%","0.6734536066651344","20","https://www.rottentomatoes.com/m/obvious_child"
"Orphans | Rotten Tomatoes","50%","78%","-0.19728680849075317","5","https://www.rottentomatoes.com/m/orphans"
"The Girl on the Train | Rotten Tomatoes","76%","42%","-0.3544566109776497","18","https://www.rottentomatoes.com/m/the_girl_on_the_train"
"The Girl on the Train | Rotten Tomatoes","76%","42%","0.23095599313577017","20","https://www.rottentomatoes.com/m/girl_on_the_train"
"Flash | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/flash"
"Road | Rotten Tomatoes","40%","40%","-0.3277397354443868","3","https://www.rottentomatoes.com/m/road"
"Lullaby | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/lullaby"
"Earth to Echo | Rotten Tomatoes","49%","47%","-0.19778138399124146","20","https://www.rottentomatoes.com/m/earth_to_echo"
"Animal | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/animal"
"Nightingale | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/nightingale"
"Jersey Boys | Rotten Tomatoes","51%","62%","0.005624614655971527","20","https://www.rottentomatoes.com/m/jersey_boys"
"Star | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/star"
"Think Like a Man Too | Rotten Tomatoes","23%","59%","-0.22061807165543237","20","https://www.rottentomatoes.com/m/think_like_a_man_too"
"Rebound | Rotten Tomatoes","15%","38%","-0.07341267665227254","20","https://www.rottentomatoes.com/m/rebound"
"Transformers: Age of Extinction | Rotten Tomatoes","18%","50%","-0.22940237323443094","20","https://www.rottentomatoes.com/m/transformers_age_of_extinction"
"They Came Together | Rotten Tomatoes","70%","40%","0.09131000687678655","20","https://www.rottentomatoes.com/m/they_came_together"
"Thunderbirds | Rotten Tomatoes","18%","37%","-0.3508364111185074","20","https://www.rottentomatoes.com/m/thunderbirds"
"Deliver Us From Evil | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/joey"
"Deliver Us From Evil | Rotten Tomatoes","100%","89%","0.4037011240919431","20","https://www.rottentomatoes.com/m/deliver_us_from_evil"
"Tammy (2014) | Rotten Tomatoes","24%","36%","-0.4993092094858487","20","https://www.rottentomatoes.com/m/tammy"
"School Dance | Rotten Tomatoes","N/A","73%","N/A","0","https://www.rottentomatoes.com/m/school_dance"
"Surrounded | Rotten Tomatoes","N/A","30%","N/A","0","https://www.rottentomatoes.com/m/surrounded"
"Life Itself | Rotten Tomatoes","98%","88%","0.7636017774542173","20","https://www.rottentomatoes.com/m/life_itself"
"Dawn of the Planet of the Apes | Rotten Tomatoes","91%","88%","0.26263553152481717","20","https://www.rottentomatoes.com/m/dawn_of_the_planet_of_the_apes"
"And So It Goes | Rotten Tomatoes","16%","40%","-0.4114048307140668","20","https://www.rottentomatoes.com/m/and_so_it_goes"
"Planes: Fire & Rescue | Rotten Tomatoes","44%","56%","-0.02507263422012329","20","https://www.rottentomatoes.com/m/planes_fire_and_rescue"
"The Purge: Anarchy (2014) | Rotten Tomatoes","58%","56%","-0.01671784371137619","20","https://www.rottentomatoes.com/m/the_purge_anarchy"
"Sex Tape (2014) | Rotten Tomatoes","16%","33%","-0.6608205089966456","20","https://www.rottentomatoes.com/m/sex_tape"
"I Origins | Rotten Tomatoes","51%","70%","0.06136383612950643","20","https://www.rottentomatoes.com/m/i_origins"
"Wish I Was Here | Rotten Tomatoes","45%","59%","-0.05574993292490641","20","https://www.rottentomatoes.com/m/wish_i_was_here"
"Survivor | Rotten Tomatoes","N/A","25%","N/A","0","https://www.rottentomatoes.com/m/survivor"
"Maestro (2003) | Rotten Tomatoes","N/A","80%","N/A","0","https://www.rottentomatoes.com/m/maestro"
"Hercules | Rotten Tomatoes","83%","76%","0.437771054605643","20","https://www.rottentomatoes.com/m/hercules"
"Affair | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/affair"
"My Man Is a Loser | Rotten Tomatoes","N/A","24%","-0.0006117820739746094","2","https://www.rottentomatoes.com/m/my_man_is_a_loser"
"Happy Christmas | Rotten Tomatoes","75%","37%","0.5103552863001823","20","https://www.rottentomatoes.com/m/happy_christmas"
"Lucy | Rotten Tomatoes","N/A","14%","N/A","0","https://www.rottentomatoes.com/m/lucy"
"Magic in the Moonlight | Rotten Tomatoes","52%","45%","-0.05087506274382273","20","https://www.rottentomatoes.com/m/magic_in_the_moonlight"
"A Most Wanted Man | Rotten Tomatoes","86%","65%","0.32405802110830945","20","https://www.rottentomatoes.com/m/a_most_wanted_man"
"Tiger Orange | Rotten Tomatoes","100%","45%","0.9992668628692627","2","https://www.rottentomatoes.com/m/tiger_orange"
"Guardians of the Galaxy | Rotten Tomatoes","91%","92%","0.32888007164001465","20","https://www.rottentomatoes.com/m/guardians_of_the_galaxy"
"Get On Up | Rotten Tomatoes","80%","68%","0.5842327078183492","20","https://www.rottentomatoes.com/m/get_on_up"
"Into the Storm | Rotten Tomatoes","N/A","63%","N/A","0","https://www.rottentomatoes.com/m/into_the_storm"
"The Expendables 3 | Rotten Tomatoes","32%","48%","-0.25412237644195557","20","https://www.rottentomatoes.com/m/the_expendables_3"
"The One I Love | Rotten Tomatoes","83%","76%","0.4114202956358592","20","https://www.rottentomatoes.com/m/the_one_i_love"
"Farewell | Rotten Tomatoes","85%","75%","0.6604383587837219","20","https://www.rottentomatoes.com/m/farewell"
"The Fly | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_fly"
"Little Man | Rotten Tomatoes","12%","55%","-0.4409245550632477","20","https://www.rottentomatoes.com/m/little_man"
"Burning | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/burning"
"Let's Be Cops | Rotten Tomatoes","18%","51%","-0.6525716384251913","20","https://www.rottentomatoes.com/m/lets_be_cops"
"The Giver | Rotten Tomatoes","34%","55%","-0.3302343413233757","20","https://www.rottentomatoes.com/m/the_giver"
"Life After Beth | Rotten Tomatoes","46%","31%","-0.24721920241912207","20","https://www.rottentomatoes.com/m/life_after_beth"
"Zodiac | Rotten Tomatoes","90%","77%","0.5560885071754456","20","https://www.rottentomatoes.com/m/zodiac"
"If I Stay | Rotten Tomatoes","36%","61%","-0.22159518798192343","20","https://www.rottentomatoes.com/m/if_i_stay"
"Love Is Strange | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/love_is_strange"
"Leprechaun: Origins | Rotten Tomatoes","0%","11%","-0.9989620447158813","1","https://www.rottentomatoes.com/m/leprechaun_origins"
"When the Game Stands Tall | Rotten Tomatoes","21%","72%","-0.10250835369030635","20","https://www.rottentomatoes.com/m/when_the_game_stands_tall"
"The Prince | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_prince"
"The Forgotten | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_forgotten"
"The Forgotten | Rotten Tomatoes","31%","36%","-0.16730090230703354","20","https://www.rottentomatoes.com/m/forgotten"
"Melody | Rotten Tomatoes","N/A","93%","N/A","0","https://www.rottentomatoes.com/m/melody"
"Extinction | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/extinction"
"Don't Look Back | Rotten Tomatoes","N/A","22%","N/A","0","https://www.rottentomatoes.com/m/dont_look_back"
"Cymbeline | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/cymbeline"
"Metamorphoses | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/winds_of_change"
"The Gifted | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/gifted"
"Before We Go | Rotten Tomatoes","28%","57%","-0.3275215228398641","14","https://www.rottentomatoes.com/m/before_we_go"
"The Guest | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_guest"
"Black or White | Rotten Tomatoes","37%","65%","-0.3561713472008705","20","https://www.rottentomatoes.com/m/black_or_white"
"Beyond the Reach | Rotten Tomatoes","38%","20%","-0.32990453392267227","20","https://www.rottentomatoes.com/m/beyond_the_reach"
"Cake | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/cake"
"A Midsummer Night's Dream | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/a_midsummer_nights_dream"
"Adult Beginners | Rotten Tomatoes","49%","31%","0.09633249044418335","20","https://www.rottentomatoes.com/m/adult_beginners"
"Inferno | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/inferno"
"This Is Where I Leave You | Rotten Tomatoes","44%","60%","-0.16081847995519638","20","https://www.rottentomatoes.com/m/this_is_where_i_leave_you"
"The Boxtrolls | Rotten Tomatoes","78%","63%","0.568243126074473","20","https://www.rottentomatoes.com/m/the_boxtrolls"
"The Maze Runner | Rotten Tomatoes","66%","68%","-0.2856920634706815","20","https://www.rottentomatoes.com/m/the_maze_runner"
"Afterlife | Rotten Tomatoes","N/A","67%","N/A","0","https://www.rottentomatoes.com/m/afterlife"
"Threesome | Rotten Tomatoes","30%","56%","0.42748613016945974","7","https://www.rottentomatoes.com/m/threesome"
"The Cobbler | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_cobbler"
"Spell | Rotten Tomatoes","0%","N/A%","-0.9985618193944296","3","https://www.rottentomatoes.com/m/spell"
"Dolphin Tale 2 | Rotten Tomatoes","66%","72%","0.7421019723018011","20","https://www.rottentomatoes.com/m/dolphin_tale_2"
"The Drop | Rotten Tomatoes","88%","76%","0.41670852651198703","20","https://www.rottentomatoes.com/m/the_drop"
"Pride | Rotten Tomatoes","47%","72%","0.3356120437383652","20","https://www.rottentomatoes.com/m/pride"
"My Son | Rotten Tomatoes","N/A","80%","N/A","0","https://www.rottentomatoes.com/m/my_son"
"The Photographer | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_photographer"
"The Circle | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/the_circle"
"A Walk Among the Tombstones | Rotten Tomatoes","68%","53%","0.05152502159277598","20","https://www.rottentomatoes.com/m/a_walk_among_the_tombstones"
"The Scribbler | Rotten Tomatoes","50%","38%","-0.9994575182596842","3","https://www.rottentomatoes.com/m/the_scribbler"
"War | Rotten Tomatoes","14%","51%","-0.2850602798991733","19","https://www.rottentomatoes.com/m/war"
"The Equalizer | Rotten Tomatoes","61%","77%","0.001051001250743866","20","https://www.rottentomatoes.com/m/the_equalizer"
"Laggies | Rotten Tomatoes","64%","50%","0.019848058621088665","20","https://www.rottentomatoes.com/m/laggies"
"Sweeney Todd: The Demon Barber of Fleet Street | Rotten Tomatoes","N/A","82%","N/A","0","https://www.rottentomatoes.com/m/sweeney_todd_the_demon_barber_of_fleet_street"
"The Song | Rotten Tomatoes","31%","82%","0.14737480878829956","7","https://www.rottentomatoes.com/m/the_song"
"P (2005) | Rotten Tomatoes","N/A","14%","-0.8609923720359802","1","https://www.rottentomatoes.com/m/studio_666"
"Blue Blood | Rotten Tomatoes","N/A","N/A%","N/A","0","https://www.rottentomatoes.com/m/blue_blood"
"Annabelle | Rotten Tomatoes","28%","35%","-0.32277482002973557","20","https://www.rottentomatoes.com/m/annabelle"
"The Book of Life (2014) | Rotten Tomatoes","82%","77%","0.684484009941419","20","https://www.rottentomatoes.com/m/the_book_of_life"
"The Book of Life | Rotten Tomatoes","89%","71%","N/A","0","https://www.rottentomatoes.com/m/book_of_life"
